SOURCELONG:Player's Handbook	SOURCESHORT:PHB	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-07																																				
#																																							
# Spell Name	OUTPUTNAME:	key	VARIANTS:	TYPE:	SCHOOL:	SUBSCHOOL:	DESCRIPTOR:	CLASSES:	COMPS:	CASTTIME:	RANGE:	TARGETAREA:	DURATION:	SAVEINFO:	SPELLRES:	DESC:	SOURCEPAGE:	Item	COST:	XPCOST:	PPCOST	DESC:|!PRERULE:1,DisplayFullSpell	Desc	Bonus	Bonus														
Move Earth				TYPE:Spell	SCHOOL:Transmutation		DESCRIPTOR:Earth	CLASSES:Druid=6|Sorcerer=6|Wizard=6	COMPS:V, S, M	CASTTIME:See text	RANGE:Long	TARGETAREA:Dirdt in an area up to 750-ft square and up to 10-ft deep.	DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Move earth moves dirt (clay, loam, sand), possibly collapsing embankments, moving hillocks, shifting dunes, and so forth. Material Component: A mixture of soils (clay, loam, and sand) in a small bag, and an iron blade.	SOURCEPAGE:PHB																						
Neutralize Poison				TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Healing		CLASSES:Bard=4|Cleric=4|Druid=3|Paladin=4|Ranger=3	COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature or object of up to 1-cu-ft/level touched.	DURATION:10 minutes/level	SAVEINFO:Will negates (harmless, object)	SPELLRES:Yes	DESC:You detoxify any sort of venom in the creature or object touched. Arcane Material Component: A bit of charcoal.	SOURCEPAGE:PHB																						
Nightmare				TYPE:Spell	SCHOOL:Illusion	SUBSCHOOL:Phantasm	DESCRIPTOR:Mind-Affecting|Evil	CLASSES:Bard=5|Sorcerer=5|Wizard=5	COMPS:V, S	CASTTIME:10 minutes	RANGE:Unlimited	TARGETAREA:One living creature.	DURATION:Instantaneous	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:You send a hideous and unsettling phantasmal vision to a specific creature that you name or otherwise specifically designate.	SOURCEPAGE:PHB																						
Nondetection				TYPE:Spell	SCHOOL:Abjuration			CLASSES:Ranger=4|Sorcerer=3|Wizard=3	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature or object touched.	DURATION:1 hour/level	SAVEINFO:Will negates (harmless, object)	SPELLRES:Yes	DESC:The warded creature or object becomes difficult to detect by divination spells such as clairaudience/clairvoyance, locate object, and detect spells. Material Component: A pinch of diamond dust worth 50 gp.	SOURCEPAGE:PHB		COST:50																				
Nystul's Magic Aura				TYPE:Spell	SCHOOL:Illusion	SUBSCHOOL:Glamer		CLASSES:Bard=1|Sorcerer=1|Wizard=1	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One touched object wighing up to 5 lb/level.	DURATION:1 day/level	SAVEINFO:None; See text	SPELLRES:No	DESC:You alter an item's aura so that it registers to detect spells (and spells with similar capabilities) as though it were nonmagical, or a magic item of a kind you specify, or the subject of a spell you specify. Focus: A small square of silk that must be passed over the object that receives the aura.	SOURCEPAGE:PHB																						
Obscure Object				TYPE:Spell	SCHOOL:Abjuration			CLASSES:Bard=1|Cleric=3|Sorcerer=2|Wizard=2	COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One object touched of up to 100 lb/level.	DURATION:8 hours.	SAVEINFO:Will negates (object)	SPELLRES:Yes	DESC:This spell hides an object from location by divination (scrying) effects, such as the scrying spell or a crystal ball. Arcane Material Component: A piece of chameleon skin.	SOURCEPAGE:PHB																						
Obscuring Mist				TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Creation		CLASSES:Cleric=1|Druid=1|Sorcerer=1|Wizard=1	COMPS:V, S	CASTTIME:1 standard action	RANGE:20-ft.	TARGETAREA:Cloud spreads in 20-ft radius from you, 20-ft high.	DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:A misty vapor arises around you. It is stationary once created.	SOURCEPAGE:PHB																						
Open/Close				TYPE:Spell.WizardBaseCantrip	SCHOOL:Transmutation			CLASSES:Bard=0|Sorcerer=0|Wizard=0	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Object weighing up to 30-lb or portal that can be opened or closed.	DURATION:Instantaneous	SAVEINFO:Will negates (object)	SPELLRES:Yes	DESC:You can open or close (your choice) a door, chest, box, window, bag, pouch, bottle, barrel, or other container. Focus: A brass key.	SOURCEPAGE:PHB																						
Order's Wrath				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Lawful		COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Nonlawful creatures within a burst that fills a 30-ft cube.	DURATION:Instantaneous; see text	SAVEINFO:Will partial; see text	SPELLRES:Yes	DESC:You channel lawful power to smite enemies.	SOURCEPAGE:PHB																						
Otiluke's Freezing Sphere				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Cold	CLASSES:Sorcerer=6|Wizard=6	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Long	TARGETAREA:See text.	DURATION:Instantaneous or 1 round/level; see text	SAVEINFO:Reflex half; see text	SPELLRES:Yes	DESC:Otiluke's Freezing sphere creates a frigid globe of cold energy that streaks from your fingertips to the location you select, where it explodes in a 10-foot-radius burst, dealing 1d6 points of cold damage per caster level (maximum 15d6) to each creature in the area. Focus: A small crystal sphere.	SOURCEPAGE:PHB																						
Otiluke's Resilient Sphere				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Force	CLASSES:Sorcerer=4|Wizard=4	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:1-ft-diameter/level sphere, centered around a creature.	DURATION:1 minute/level	SAVEINFO:Reflex negates	SPELLRES:Yes	DESC:A globe of shimmering force encloses a creature, provided the creature is small enough to fit within the diameter of the sphere. Material Component: A hemispherical piece of clear crystal and a matching hemispherical piece of gum arabic.	SOURCEPAGE:PHB																						
Otiluke's Telekinetic Sphere				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Force	CLASSES:Sorcerer=8|Wizard=8	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:1-ft-diameter/level sphere, centered around a creature or objects.	DURATION:1 minute/level	SAVEINFO:Reflex negates (object)	SPELLRES:Yes	DESC:This spell functions like Otiluke's resilient sphere, with the addition that the creatures or objects inside the globe are nearly weightless. Material Component: A hemispherical piece of clear crystal, a matching hemispherical piece of gum arabic, and a pair of small bar magnets.	SOURCEPAGE:PHB																						
Otto's Irresistible Dance				TYPE:Spell	SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	CLASSES:Bard=6|Sorcerer=8|Wizard=8	COMPS:V	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Living creature touched.	DURATION:1d4+1 rounds	SAVEINFO:None	SPELLRES:Yes	DESC:The subject feels an undeniable urge to dance and begins doing so, complete with foot shuffling and tapping.	SOURCEPAGE:PHB																						
Overland Flight				TYPE:Spell	SCHOOL:Transmutation			CLASSES:Sorcerer=5|Wizard=5	COMPS:V, S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.	DURATION:1 hour/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:This spell functions like a fly spell, except you can fly at a speed of 40 feet (30 feet if wearing medium or heavy armor, or if carrying a medium or heavy load) with average maneuverability.	SOURCEPAGE:PHB							TEMPBONUS:ANYPC|MOVEADD|TYPE.Fly|60	TEMPBONUS:ANYPC|MOVEADD|TYPE.Fly|-20|PREVARGTEQ:ENCUMBRANCE,1,var("COUNT[EQTYPE.ARMOR.EQUIPPED.IS.MEDIUM]"),1,var("COUNT[EQTYPE.ARMOR.EQUIPPED.IS.HEAVY]"),1														
Owl's Wisdom				TYPE:Spell	SCHOOL:Transmutation			CLASSES:Cleric=2|Druid=2|Paladin=2|Ranger=2|Sorcerer=2|Wizard=2	COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.	DURATION:1 minute/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:The transmuted creature becomes wiser. Arcane Material Component: A few feathers, or a pinch of droppings, from an owl.	SOURCEPAGE:PHB						TEMPDESC:Grants Wisdom bonus	TEMPBONUS:ANYPC|STAT|WIS|4|TYPE=Enhancement															
Owl's Wisdom (Mass)	OUTPUTNAME:Owl's Wisdom, Mass			TYPE:Spell	SCHOOL:Transmutation			CLASSES:Cleric=6|Druid=6|Sorcerer=6|Wizard=6	COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One creature/level, no two of which can be more than 30 ft apart.	DURATION:1 minute/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:This spell functions like owl's wisdom, except that it affects multiple creatures.	SOURCEPAGE:PHB						TEMPDESC:Grants Wisdom bonus	TEMPBONUS:ANYPC|STAT|WIS|4|TYPE=Enhancement															
Passwall				TYPE:Spell	SCHOOL:Transmutation			CLASSES:Sorcerer=5|Wizard=5	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:5 ft by 8 ft opening, 10 ft deep plus 5 ft deep/3 additional level.	DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:You create a passage through wooden, plaster, or stone walls, but not through metal or other harder materials. Material Component: A pinch of sesame seeds.	SOURCEPAGE:PHB																						
Pass without Trace				TYPE:Spell	SCHOOL:Transmutation			CLASSES:Druid=1|Ranger=1	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One creature/level touched.	DURATION:1 hour/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:The subject or subjects can move through any type of terrain-mud, snow, dust, or the like-and leave neither footprints nor scent.	SOURCEPAGE:PHB																						
Permanency				TYPE:Spell	SCHOOL:Universal			CLASSES:Sorcerer=5|Wizard=5	COMPS:V, S, XP	CASTTIME:2 rounds	RANGE:See text	TARGETAREA:See text.	DURATION:Permanent; see text	SAVEINFO:None	SPELLRES:No	DESC:This spell makes certain other spells permanent. XP Cost: See tables above.	SOURCEPAGE:PHB																						
Permanent Image				TYPE:Spell	SCHOOL:Illusion	SUBSCHOOL:Figment		CLASSES:Bard=6|Sorcerer=6|Wizard=6	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Long	TARGETAREA:Figment that cannot extend beyond a 20-ft cube + ona 10-ft cube/level.	DURATION:Permanent	SAVEINFO:Will disbelief (if interacted with)	SPELLRES:No	DESC:This spell functions like silent image, except that the figment includes visual, auditory, olfactory, and thermal elements, and the spell is permanent. Material Component: A bit of fleece plus powdered jade worth 100 gp.	SOURCEPAGE:PHB		COST:100																				
Persistent Image				TYPE:Spell	SCHOOL:Illusion	SUBSCHOOL:Figment		CLASSES:Bard=5|Sorcerer=5|Wizard=5	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Long	TARGETAREA:Figment that cannot extend beyond a 10-ft cube + ona 10-ft cube/level.	DURATION:1 minute/level	SAVEINFO:Will disbelief (if interacted with)	SPELLRES:No	DESC:This spell functions like silent image, except that the figment includes visual, auditory, olfactory, and thermal components, and the figment follows a script determined by you. Material Component: A bit of fleece and several grains of sand.	SOURCEPAGE:PHB																						
Phantasmal Killer				TYPE:Spell	SCHOOL:Illusion	SUBSCHOOL:Phantasm	DESCRIPTOR:Fear|Mind-Affecting	CLASSES:Sorcerer=4|Wizard=4	COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One living creature.	DURATION:Instantaneous	SAVEINFO:Will disbelief (if interacted with), then Fort partial; see text	SPELLRES:Yes	DESC:You create a phantasmal image of the most fearsome creature imaginable to the subject simply by forming the fears of the subject's subconscious mind into something that its conscious mind can visualize: this most horrible beast.	SOURCEPAGE:PHB																						
Phantom Steed				TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Creation		CLASSES:Bard=3|Sorcerer=3|Wizard=3	COMPS:V, S	CASTTIME:10 minutes	RANGE:0-ft.	TARGETAREA:One quasi-real, horselike creature.	DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:You conjure a Large, quasi-real, horselike creature.	SOURCEPAGE:PHB																						
Phase Door				TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Creation		CLASSES:Sorcerer=7|Wizard=7	COMPS:V	CASTTIME:1 standard action	RANGE:0-ft.	TARGETAREA:Ethereal 5-ft by 8-ft opening, 10-ft deep + 5-ft deep/3 levels.	DURATION:1 usage/2 levels	SAVEINFO:None	SPELLRES:No	DESC:This spell creates an ethereal passage through wooden, plaster, or stone walls, but not other materials.	SOURCEPAGE:PHB																						
Planar Ally				TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Calling	DESCRIPTOR:See text	CLASSES:Cleric=6	COMPS:V, S, DF, XP	CASTTIME:10 minutes	RANGE:Close	TARGETAREA:One or two called elementals or outsiders, totaling no more than 12HD, which cannot be more than 30-ft apart when they appear.	DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:This spell functions like lesser planar ally, except you may call a single creature of 12 HD or less, or two creatures of the same kind whose Hit Dice total no more than 12. XP Cost: 250 XP.	SOURCEPAGE:PHB			XPCOST:250																			
Planar Ally (Greater)	OUTPUTNAME:Planar Ally, Greater			TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Calling	DESCRIPTOR:See text	CLASSES:Cleric=8	COMPS:V, S, DF, XP	CASTTIME:10 minutes	RANGE:Close	TARGETAREA:Up to three called elementals or outsiders, totaling no more than 18HD, which cannot be more than 30-ft apart when they appear.	DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:This spell functions like lesser planar ally, except that you may call a single creature of 18 HD or less, or up to three creatures of the same kind whose Hit Dice total no more than 18. XP Cost: 500 XP.	SOURCEPAGE:PHB			XPCOST:500																			
Planar Ally (Lesser)	OUTPUTNAME:Planar Ally, Lesser			TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Calling	DESCRIPTOR:See text	CLASSES:Cleric=4	COMPS:V, S, DF, XP	CASTTIME:10 minutes	RANGE:Close	TARGETAREA:one called elemental or outsider of 6HD or less.	DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:By casting this spell, you request your deity to send you an elemental or outsider (of 6 HD or less) of the deity's choice. XP Cost: 100 XP.	SOURCEPAGE:PHB			XPCOST:100																			
Planar Binding				TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Calling	DESCRIPTOR:See text	CLASSES:Sorcerer=6|Wizard=6	COMPS:V, S	CASTTIME:10 minutes	RANGE:Close	TARGETAREA:Up to three elementals or outsiders, totaling no more than 12HD, no two of which can be more than 30-ft apart when they appear.	DURATION:Instantaneous	SAVEINFO:Will negates	SPELLRES:See text	DESC:This spell functions like lesser planar binding, except that you may call a single creature of 12 HD or less, or up to three creatures of the same kind whose Hit Dice total no more than 12.	SOURCEPAGE:PHB																						
Planar Binding (Greater)	OUTPUTNAME:Planar Binding, Greater			TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Calling	DESCRIPTOR:See text	CLASSES:Sorcerer=8|Wizard=8	COMPS:V, S	CASTTIME:10 minutes	RANGE:Close	TARGETAREA:Up to three elementals or outsiders, totaling no more than 18HD, no two of which can be more than 30-ft apart when they appear.	DURATION:Instantaneous	SAVEINFO:Will negates	SPELLRES:See text	DESC:This spell functions like lesser planar binding, except that you may call a single creature of 18 HD or less, or up to three creatures of the same kind whose Hit Dice total no more than 18.	SOURCEPAGE:PHB																						
Planar Binding (Lesser)	OUTPUTNAME:Planar Binding, Lesser			TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Calling	DESCRIPTOR:See text	CLASSES:Sorcerer=5|Wizard=5	COMPS:V, S	CASTTIME:10 minutes	RANGE:Close	TARGETAREA:one elemental or outsider, with 6HD or less.	DURATION:Instantaneous	SAVEINFO:Will negates	SPELLRES:See text	DESC:Casting this spell attempts a dangerous act: to lure a creature from another plane to a specifically prepared trap, which must lie within the spell's range.	SOURCEPAGE:PHB																						
Plane Shift				TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Teleportation		CLASSES:Cleric=5|Sorcerer=7|Wizard=7	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched, or up to eight willing creatures joining hands.	DURATION:Instantaneous	SAVEINFO:Will negates	SPELLRES:Yes	DESC:You move yourself or some other creature to another plane of existence or alternate dimension. Focus: A small, forked metal rod. The size and metal type dictates to which plane of existence or alternate dimension the spell sends the affected creatures. Forked rods keyed to certain planes or dimensions may be difficult to come by, as decided by the DM	SOURCEPAGE:PHB																						
Plant Growth			VARIANTS:Overgrowth|Enrichment	TYPE:Spell	SCHOOL:Transmutation			CLASSES:Druid=3|Ranger=3	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:See text	TARGETAREA:See text.	DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Plant growth has different effects depending on the version chosen.	SOURCEPAGE:PHB																						
Poison				TYPE:Spell	SCHOOL:Necromancy			CLASSES:Cleric=4|Druid=3	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Living creature touched.	DURATION:Instantaneous; see text	SAVEINFO:Fortitude negates; see text	SPELLRES:Yes	DESC:Calling upon the venomous powers of natural predators, you infect the subject with a horrible poison by making a successful melee touch attack.	SOURCEPAGE:PHB																						
Polar Ray				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Cold	CLASSES:Sorcerer=8|Wizard=8	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Ray.	DURATION:Instantaneous	SAVEINFO:None	SPELLRES:Yes	DESC:A blue-white ray of freezing air and ice springs from your hand. Focus: A small, white ceramic cone or prism.	SOURCEPAGE:PHB																						
Polymorph				TYPE:Spell	SCHOOL:Transmutation			CLASSES:Sorcerer=4|Wizard=4	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Willing living creature touched.	DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:This spell functions like alter self, except that you change the willing subject into another form of living creature. Material Component: An empty cocoon.	SOURCEPAGE:PHB						TEMPDESC:Grants Disguise bonus	TEMPBONUS:ANYPC|SKILL|Disguise|10|TYPE=Temporary															
Polymorph Any Object				TYPE:Spell	SCHOOL:Transmutation			CLASSES:Sorcerer=8|Wizard=8	COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature or one nonmagical object of up to 100-cu-ft/level.	DURATION:See text	SAVEINFO:Fortitude negates (object); see text	SPELLRES:Yes	DESC:This spell functions like polymorph, except that it changes one object or creature into another. Arcane Material Component: Mercury, gum arabic, and smoke.	SOURCEPAGE:PHB						TEMPDESC:Grants Disguise bonus	TEMPBONUS:ANYPC|SKILL|Disguise|10|TYPE=Temporary															
