SOURCELONG:Gozzilioni Monster Manual 2	SOURCESHORT:MM2	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2002-09																																																																	
																																																																				
#MM2 aggiornato alla 3.5																																																																				
# Race Name	Output Name	Favored Class	Starting Feats	Size	Move	Face/Space	Reach	Vision		Required AL	Automatic Languages	Bonus Languages	Combat bonus		Bonus to skill				Stat bonus								Racial Class Skills	Automaticaly Gained Shield Prof.		Automaticaly Gained Weapon Prof.		Virtual Feat		Feat		Nb Legs	Nb Hands	Weapon prof. bonus			Natural Attacks		Special Ability						Spell Res.	Damage Reduction		MONSTERCLASS	Main Race Type	Race Subtype	Type	Template			Hit Dice	Hit Dice Advancement	Level Adjustment	CR	Source Page	Innate Spells	SORTKEY:			
Sylph			STARTFEATS:1	SIZE:S	MOVE:Walk,30,Fly,90	FACE:5	REACH:5												BONUS:STAT|STR|-2	BONUS:STAT|DEX|2	BONUS:STAT|CON|-2	BONUS:STAT|INT|4	BONUS:STAT|WIS|6	BONUS:STAT|CHA|6			MONCSKILL:Balance|Concentration|Escape Artist|Hide|Jump|Knowledge (Nature)|Listen|Move Silently|Spot|Survival|Tumble									LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Race Traits ~ Sylph						SR:14			MONSTERCLASS:Sylph:3	RACETYPE:Outsider	RACESUBTYPE:Air	TYPE:Outsider					HITDICEADVANCEMENT:9	LEVELADJUSTMENT:5	CR:5	SOURCEPAGE:MM2					
Tempest			STARTFEATS:1	SIZE:G	MOVE:Fly,60	FACE:20	REACH:10			KIT:1|CN			BONUS:COMBAT|AC|10|TYPE=NaturalArmor						BONUS:STAT|STR|18	BONUS:STAT|DEX|-4	BONUS:STAT|CON|18	BONUS:STAT|INT|-2		BONUS:STAT|CHA|6			MONCSKILL:Concentration|Listen|Spot									LEGS:0	HANDS:0				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d8		ABILITY:Internal|AUTOMATIC|Race Traits ~ Tempest							DR:10/-		MONSTERCLASS:Tempest:24	RACETYPE:Elemental	RACESUBTYPE:Air|Earth|Fire|Water	TYPE:Elemental					HITDICEADVANCEMENT:48,72		CR:16	SOURCEPAGE:MM2					
Teratomorph				SIZE:G	MOVE:Walk,30,Fly,50,Swim,90	FACE:20	REACH:15	BONUS:VAR|BlindsightRange|240|TYPE=Base		KIT:1|TN									BONUS:STAT|STR|22	BONUS:STAT|DEX|-6	BONUS:STAT|CON|10		BONUS:STAT|WIS|-10	BONUS:STAT|CHA|-10												LEGS:0	HANDS:0	BONUS:WEAPONPROF=Slam|DAMAGE|max(0,(STR/2))			NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,4d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Teratomorph						SR:32			MONSTERCLASS:Ooze:28	RACETYPE:Ooze		TYPE:Ooze	TEMPLATE:Mindless				HITDICEADVANCEMENT:36,84		CR:16	SOURCEPAGE:MM2					
Thri-Kreen		FAVCLASS:Ranger	STARTFEATS:1	SIZE:M	MOVE:Walk,40	FACE:5	REACH:5	BONUS:VAR|DarkvisionRange|60|TYPE=Base					BONUS:COMBAT|AC|3|TYPE=NaturalArmor						BONUS:STAT|STR|2	BONUS:STAT|DEX|4			BONUS:STAT|WIS|2	BONUS:STAT|CHA|-4			MONCSKILL:Balance|Climb|Hide|Jump|Listen|Spot									LEGS:2	HANDS:4				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*4,1d4|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Poison,*1,1d4		ABILITY:Internal|AUTOMATIC|Race Traits ~ Thri-Kreen									MONSTERCLASS:Monstrous Humanoid:2	RACETYPE:Monstrous Humanoid		TYPE:Monstrous Humanoid						LEVELADJUSTMENT:1	CR:1	SOURCEPAGE:MM2					
Twig Blight			STARTFEATS:1	SIZE:S	MOVE:Walk,20	FACE:5	REACH:5			KIT:1|CE			BONUS:COMBAT|AC|3|TYPE=NaturalArmor						BONUS:STAT|STR|-2	BONUS:STAT|DEX|2	BONUS:STAT|CON|2	BONUS:STAT|INT|-6		BONUS:STAT|CHA|-6			MONCSKILL:Hide|Listen|Move Silently|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Twig Blight							DR:5/Bludgeoning or Slashing		MONSTERCLASS:Plant:1	RACETYPE:Plant		TYPE:Plant					HITDICEADVANCEMENT:3	LEVELADJUSTMENT:2	CR:1/3	SOURCEPAGE:MM2					
Vaporighu			STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5			KIT:1|NE			BONUS:COMBAT|AC|11|TYPE=NaturalArmor						BONUS:STAT|STR|4	BONUS:STAT|DEX|-2	BONUS:STAT|CON|6	BONUS:STAT|INT|2	BONUS:STAT|WIS|-2				MONCSKILL:Balance|Bluff|Concentration|Diplomacy|Intimidate|Knowledge (Arcana)|Knowledge (The Planes)|Listen|Spellcraft|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Vaporighu						SR:17	DR:10/Silver		MONSTERCLASS:Outsider:10	RACETYPE:Outsider	RACESUBTYPE:Evil	TYPE:Outsider					HITDICEADVANCEMENT:18,30		CR:9	SOURCEPAGE:MM2					
Windghost			STARTFEATS:1	SIZE:H	MOVE:Fly,30	FACE:15	REACH:10	BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|HasTrueSeeingVision|1				BONUS:COMBAT|AC|7|TYPE=NaturalArmor						BONUS:STAT|STR|18	BONUS:STAT|DEX|12	BONUS:STAT|CON|8	BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|8			MONCSKILL:Hide|Knowledge (Arcana)|Listen|Spot									LEGS:0	HANDS:0	BONUS:WEAPONPROF=Bite|DAMAGE|max(0,(STR/2))			NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8		ABILITY:Internal|AUTOMATIC|Race Traits ~ Windghost						SR:25			MONSTERCLASS:Aberration:18	RACETYPE:Aberration		TYPE:Aberration					HITDICEADVANCEMENT:32,54		CR:15	SOURCEPAGE:MM2					
Wyste			STARTFEATS:1	SIZE:H	MOVE:Walk,10,Swim,40	FACE:15	REACH:10	BONUS:VAR|BlindsightRange|120|TYPE=Base		KIT:1|TN			BONUS:COMBAT|AC|9|TYPE=NaturalArmor						BONUS:STAT|STR|12	BONUS:STAT|DEX|2	BONUS:STAT|CON|10	BONUS:STAT|INT|-10		BONUS:STAT|CHA|-2			MONCSKILL:Listen|Spot|Swim									LEGS:0	HANDS:0				NATURALATTACKS:Tentacle Rake,Weapon.Natural.Finesseable.Melee.Bludgeoning,*7,1d4	NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6	ABILITY:Internal|AUTOMATIC|Race Traits ~ Wyste									MONSTERCLASS:Aberration:5	RACETYPE:Aberration		TYPE:Aberration					HITDICEADVANCEMENT:15		CR:5	SOURCEPAGE:MM2					
Yak Folk		FAVCLASS:Sorcerer	STARTFEATS:1	SIZE:L	MOVE:Walk,30	FACE:10	REACH:10	BONUS:VAR|DarkvisionRange|60|TYPE=Base					BONUS:COMBAT|AC|7|TYPE=NaturalArmor						BONUS:STAT|STR|8		BONUS:STAT|CON|4	BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4			MONCSKILL:Disguise|Heal|Knowledge (Arcana)|Use Magic Device									LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Race Traits ~ Yak Folk									MONSTERCLASS:Monstrous Humanoid:5	RACETYPE:Monstrous Humanoid		TYPE:Monstrous Humanoid						LEVELADJUSTMENT:2	CR:4	SOURCEPAGE:MM2					
Yugoloth (Marraenoloth)	OUTPUTNAME:Yugoloth, [NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,50	FACE:5	REACH:5			KIT:1|NE			BONUS:COMBAT|AC|9|TYPE=NaturalArmor						BONUS:STAT|STR|2	BONUS:STAT|DEX|4		BONUS:STAT|INT|2	BONUS:STAT|WIS|4				MONCSKILL:Appraise|Balance|Bluff|Diplomacy|Intimidate|Knowledge (The Planes)|Listen|Profession (Boater)|Spot|Survival|Swim									LEGS:2	HANDS:2	BONUS:WEAPONPROF=Bite|DAMAGE|max(0,(STR/2))			NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Marraenoloth						SR:21			MONSTERCLASS:Outsider:10	RACETYPE:Outsider	RACESUBTYPE:Yugoloth|Evil	TYPE:Outsider					HITDICEADVANCEMENT:20	LEVELADJUSTMENT:5	CR:10	SOURCEPAGE:MM2					
Yugoloth (Arcanaloth)	OUTPUTNAME:Yugoloth, [NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,30,Fly,50	FACE:5	REACH:5			KIT:1|NE			BONUS:COMBAT|AC|15|TYPE=NaturalArmor							BONUS:STAT|DEX|6		BONUS:STAT|INT|10	BONUS:STAT|WIS|8	BONUS:STAT|CHA|6			MONCSKILL:Bluff|Concentration|Diplomacy|Gather Information|Intimidate|Knowledge (Arcana)|Knowledge (The Planes)|Listen|Profession (Scribe)|Search|Sense Motive|Spellcraft|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Arcanaloth						SR:24	DR:15/Good		MONSTERCLASS:Arcanaloth:12	RACETYPE:Outsider	RACESUBTYPE:Yugoloth|Evil	TYPE:Outsider					HITDICEADVANCEMENT:24	LEVELADJUSTMENT:7	CR:17	SOURCEPAGE:MM2					
Yugoloth (Yagnoloth)	OUTPUTNAME:Yugoloth, [NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,50	FACE:10	REACH:10			KIT:1|NE			BONUS:COMBAT|AC|10|TYPE=NaturalArmor						BONUS:STAT|STR|20	BONUS:STAT|DEX|4	BONUS:STAT|CON|8	BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|6			MONCSKILL:Bluff|Climb|Concentration|Diplomacy|Intimidate|Jump|Knowledge (The Planes)|Listen|Sense Motive|Spot									LEGS:2	HANDS:3	BONUS:WEAPONPROF=Claw|DAMAGE|max(0,(STR/2))			NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Yagnoloth						SR:25	DR:15/Good		MONSTERCLASS:Outsider:10	RACETYPE:Outsider	RACESUBTYPE:Yugoloth|Evil	TYPE:Outsider					HITDICEADVANCEMENT:30	LEVELADJUSTMENT:6	CR:10	SOURCEPAGE:MM2					
Razor Boar			STARTFEATS:1	SIZE:L	MOVE:Walk,50	FACE:10	REACH:5	BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|HasLowLightVision|1	PREALIGN:TN			BONUS:COMBAT|AC|17|TYPE=NaturalArmor						BONUS:STAT|STR|16	BONUS:STAT|DEX|2	BONUS:STAT|CON|6	BONUS:STAT|INT|-8	BONUS:STAT|WIS|4	BONUS:STAT|CHA|-2			MONCSKILL:Listen|Spot|Survival									LEGS:4	HANDS:0				NATURALATTACKS:Tusk Slask,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d8|Hoof,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d4		ABILITY:Internal|AUTOMATIC|Race Traits ~ Razor Boar						SR:21	DR:5/-		MONSTERCLASS:Magical Beast:15	RACETYPE:Magical Beast		TYPE:Magical Beast					HITDICEADVANCEMENT:30,45		CR:10	SOURCEPAGE:MM2					
Scorpionfolk		FAVCLASS:Ranger	STARTFEATS:1	SIZE:L	MOVE:Walk,40	FACE:10	REACH:5	BONUS:VAR|DarkvisionRange|60|TYPE=Base					BONUS:COMBAT|AC|6|TYPE=NaturalArmor						BONUS:STAT|STR|8	BONUS:STAT|DEX|2	BONUS:STAT|CON|2	BONUS:STAT|INT|-2	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4			MONCSKILL:Diplomacy|Intimidate|Listen|Sense Motive|Spot									LEGS:6	HANDS:4				NATURALATTACKS:Sting,Weapon.Natural.Finesseable.Melee.Piercing.Poison,*1,1d8|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6		ABILITY:Internal|AUTOMATIC|Race Traits ~ Scorpionfolk						SR:18			MONSTERCLASS:Monstrous Humanoid:12	RACETYPE:Monstrous Humanoid		TYPE:Monstrous Humanoid						LEVELADJUSTMENT:4	CR:7	SOURCEPAGE:MM2					
