SOURCELONG:Player's Handbook	SOURCESHORT:PHB	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2014-08																																			
																																						
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										SOURCEPAGE:						
Monk Unarmed Damage LVL 17	CATEGORY:Internal													BONUS:VAR|MonkUnarmedDice|1|TYPE=Base	BONUS:VAR|MonkUnarmedDieSize|10|TYPE=Base								UDAM:1d10	UMULT:2								SOURCEPAGE:PHB						
																																						
																																						
###Block: Paladin																																						
# Ability Name																																						
Divine Sense	CATEGORY:Special Ability	TYPE:Paladin Class Feature.SpecialQuality.Class Feature		DESC:The presence of strong evil registers on your senses like a noxious odor, and powerful good rings like heavenly music in your ears. As an action, you can open your awareness to detect such forces. Until the end of your next turn, you know the location of any celestial, fiend, or undead within 60 feet of you that is not behind total cover. You know the type (celestial, fiend, or undead) of any being whose presence you sense, but not its identity (the vampire Count Strahd von Zarovich, for instance). Within the same radius, you also detect the presence of any place or object that has been consecrated or desecrated, as with the hallow spell. You can use this feature %1 times. When you finish a long rest, you regain all expended uses.|1+CHA	KEY:Paladin ~ Divine Sense																											SOURCEPAGE:PHB						
Lay on Hands	CATEGORY:Special Ability	TYPE:Paladin Class Feature.SpecialQuality.Class Feature		DESC:Your blessed touch can heal wounds. You have a pool of healing power that replenishes when you take a long rest. With that pool, you can restore a total number of hit points equal to %1. As an action, you can touch a creature and draw power from the pool to restore a number of hit points to that creature, up to the maximum amount remaining in your pool. Alternatively, you can expend 5 hit points from your pool of healing to cure the target of one disease or neutralize one poison affecting it. You can cure multiple diseases and neutralize multiple poisons with a single use of Lay on Hands, expending hit points separately for each one. This feature has no effect on undead and constructs.|PaladinLVL*5	KEY:Paladin ~ Lay on Hands																											SOURCEPAGE:PHB						
Fighting Style	CATEGORY:Special Ability	TYPE:Paladin Class Feature.SpecialQuality.Class Feature		DESC:At 2nd level, you adopt a style of fighting as your specialty. Choose one of the following options. You can't take a Fighting Style option more than once, even if you later get to choose again.	KEY:Paladin ~ Fighting Style									BONUS:ABILITYPOOL|Paladin Fighting Style|1																		SOURCEPAGE:PHB						
Spellcasting	CATEGORY:Special Ability	TYPE:Paladin Class Feature.SpecialQuality.Class Feature		DESC:By 2nd level, you have learned to draw on divine magic through meditation and prayer to cast spells as a cleric does. See chapter 10 for the general rules of spellcasting and chapter 11 for the paladin spell list.  Spell save DC %1; Spell attack modifier +%2; Number of spells to prepare %3.|8+Proficiency_Bonus+CHA|Proficiency_Bonus+CHA|max(1,CHA+(PaladinLVL/2))	KEY:Paladin ~ Spellcasting																											SOURCEPAGE:PHB						
Spellcasting Focus	CATEGORY:Special Ability	TYPE:Paladin Class Feature.SpecialQuality.Class Feature		DESC:You can use a holy symbol (found in chapter 5) as a spellcasting focus for your paladin spells.	KEY:Paladin ~ Spellcasting Focus																											SOURCEPAGE:PHB						
Divine Smite	CATEGORY:Special Ability	TYPE:Paladin Class Feature.SpecialQuality.Class Feature		DESC:Starting at 2nd level, when you hit a creature with a melee weapon attack, you can expend one spell slot to deal radiant damage to the target, in addition to the weapon's damage. The extra damage is 2d8 for a 1st-level spell slot, plus 1d8 for each spell level higher than 1st, to a maximum of 5d8. The damage increases by 1d8 if the target is an undead or a fiend.	KEY:Paladin ~ Divine Smite																											SOURCEPAGE:PHB						
Divine Health	CATEGORY:Special Ability	TYPE:Paladin Class Feature.SpecialQuality.Class Feature		DESC:By 3rd level, the divine magic flowing through you makes you immune to disease.	KEY:Paladin ~ Divine Health																											SOURCEPAGE:PHB						
Sacred Oath	CATEGORY:Special Ability	TYPE:Paladin Class Feature.SpecialQuality.Class Feature		DESC:When you reach 3rd level, you swear the oath that binds you as a paladin forever. Up to this time you have been in a preparatory stage, committed to the path but not yet sworn to it. Now you choose the Oath of Devotion, the Oath of the Ancients, or the Oath of Vengeance, all detailed at the end of the class description. Your choice grants you features at 3rd level and again at 7th, 15th, and 20th level. Those features include oath spells and the Channel Divinity feature.	KEY:Paladin ~ Sacred Oath				DEFINE:POOL_Sacred_Oath|0					BONUS:VAR|POOL_Sacred_Oath|1																		SOURCEPAGE:PHB						
Oath Spells	CATEGORY:Special Ability	TYPE:Paladin Class Feature.SpecialQuality.Class Feature		DESC:Each oath has a list of associated spells. You gain access to these spells at the levels specified in the oath description. Once you gain access to an oath spell, you always have it prepared. Oath spells don't count against the number of spells you can prepare each day. If you gain an oath spell that doesn't appear on the paladin spell list, the spell is nonetheless a paladin spell for you.	KEY:Paladin ~ Oath Spells																											SOURCEPAGE:PHB						
Channel Divinity	CATEGORY:Special Ability	TYPE:Paladin Class Feature.SpecialQuality.Class Feature		DESC:Your oath allows you to channel divine energy to fuel magical effects. Each Channel Divinity option provided by your oath explains how to use it. When you use your Channel Divinity, you choose which option to use. You must then finish a short or long rest to use your Channel Divinity again. Some Channel Divinity effects require saving throws. When you use such an effect from this class, the DC equals your paladin spell save DC.	KEY:Paladin ~ Channel Divinity																											SOURCEPAGE:PHB						
Ability Score Improvement	CATEGORY:Special Ability	TYPE:Paladin Class Feature.SpecialQuality.Class Feature		DESC:When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.	KEY:Paladin ~ Ability Score Improvement									BONUS:VAR|POOL_Character_Advancement_Selection|2*((PaladinLVL>=4)+(PaladinLVL>=8)+(PaladinLVL>=12)+(PaladinLVL>=16)+(PaladinLVL>=19))																		SOURCEPAGE:PHB						
Extra Attack	CATEGORY:Special Ability	TYPE:Paladin Class Feature.SpecialQuality.Class Feature		DESC:Beginning at 5th level, you can attack twice, instead of once, whenever you take the Attack action on your turn.	KEY:Paladin ~ Extra Attack									ABILITY:Internal|AUTOMATIC|Extra Attack ~ 1																		SOURCEPAGE:PHB						
Aura of Protection	CATEGORY:Special Ability	TYPE:Paladin Class Feature.SpecialQuality.Class Feature		DESC:Starting at 6th level, whenever you or a friendly creature within %1 feet of you must make a saving throw, the creature gains a bonus to the saving throw equal to %2. You must be conscious to grant this bonus.|10+(20*(PaladinLVL>=18))|max(1,CHA)	KEY:Paladin ~ Aura of Protection																											SOURCEPAGE:PHB						
Aura of Courage	CATEGORY:Special Ability	TYPE:Paladin Class Feature.SpecialQuality.Class Feature		DESC:Starting at 10th level, you and friendly creatures within %1 feet of you can't be frightened while you are conscious.|10+(20*(PaladinLVL>=18))	KEY:Paladin ~ Aura of Courage																											SOURCEPAGE:PHB						
Improved Divine Smite	CATEGORY:Special Ability	TYPE:Paladin Class Feature.SpecialQuality.Class Feature		DESC:By 11th level, you are so suffused with righteous might that all your melee weapon strikes carry divine power with them. Whenever you hit a creature with a melee weapon, the creature takes an extra 1d8 radiant damage. If you also use your Divine Smite with an attack, you add this damage to the extra damage of your Divine Smite.	KEY:Paladin ~ Improved Divine Smite																											SOURCEPAGE:PHB						
Cleansing Touch	CATEGORY:Special Ability	TYPE:Paladin Class Feature.SpecialQuality.Class Feature		DESC:Beginning at 14th level, you can use your action to end one spell on yourself or on one willing creature that you touch. You can use this feature %1 times. You regain expended uses when you finish a long rest.|max(1,CHA)	KEY:Paladin ~ Cleansing Touch																											SOURCEPAGE:PHB						
																																						
###Block																																						
# Ability Name																																						
CATEGORY=Special Ability|Paladin ~ Spellcasting.MOD	DEFINE:PaladinCast1|0	BONUS:VAR|PaladinCast1|SpellSlotsLVL1																																				
CATEGORY=Special Ability|Paladin ~ Spellcasting.MOD	DEFINE:PaladinCast2|0	BONUS:VAR|PaladinCast2|SpellSlotsLVL2																																				
CATEGORY=Special Ability|Paladin ~ Spellcasting.MOD	DEFINE:PaladinCast3|0	BONUS:VAR|PaladinCast3|SpellSlotsLVL3																																				
CATEGORY=Special Ability|Paladin ~ Spellcasting.MOD	DEFINE:PaladinCast4|0	BONUS:VAR|PaladinCast4|SpellSlotsLVL4																																				
CATEGORY=Special Ability|Paladin ~ Spellcasting.MOD	DEFINE:PaladinCast5|0	BONUS:VAR|PaladinCast5|SpellSlotsLVL5																																				
																																						
###Block																																						
# Ability Name							Define				Bonus to spell cast/day							Modify VAR																				
CATEGORY=Special Ability|Paladin ~ Spellcasting.MOD	DEFINE:PaladinPreparedSlots|0	BONUS:SPELLCAST|CLASS=Paladin;LEVEL=10|PaladinPreparedSlots	BONUS:VAR|PaladinPreparedSlots|PaladinPreparedBase																																			
CATEGORY=Special Ability|Paladin ~ Spellcasting.MOD	DEFINE:PaladinPreparedBase|0	BONUS:VAR|PaladinPreparedBase|CHA+floor(PaladinLVL/2)																																				
																																						
### Sacred Oaths																																						
Oath of Devotion	CATEGORY:Special Ability	TYPE:Paladin Class Feature.SpecialQuality.Class Feature.Sacred Oath		DESC:The Oath of Devotion binds a paladin to the loftiest ideals of justice, virtue, and order. Sometimes called cavaliers, white knights, or holy warriors, these paladins meet the ideal of the knight in shining armor, acting with honor in pursuit of justice and the greater good. They hold themselves to the highest standards of conduct, and some, for better or worse, hold the rest of the world to the same standards. Many who swear this oath are devoted to gods of law and good and use their gods' tenets as the measure of their devotion. They hold angels-the perfect servants of good-as their ideals, and incorporate images of angelic wings into their helmets or coats of arms.	KEY:Sacred Oath ~ Oath of Devotion																		ABILITY:Paladin Class Feature|AUTOMATIC|Channel Divinity ~ Sacred Weapon|PRECLASS:1,Paladin=3	ABILITY:Paladin Class Feature|AUTOMATIC|Channel Divinity ~ Turn the Unholy|PRECLASS:1,Paladin=3	ABILITY:Paladin Class Feature|AUTOMATIC|Oath of Devotion ~ Aura of Devotion|PRECLASS:1,Paladin=7	ABILITY:Paladin Class Feature|AUTOMATIC|Oath of Devotion ~ Purity of Spirit|PRECLASS:1,Paladin=15	ABILITY:Paladin Class Feature|AUTOMATIC|Oath of Devotion ~ Holy Nimbus|PRECLASS:1,Paladin=20	SPELLKNOWN:CLASS|Paladin=1|Protection from Evil and Good,Sanctuary|PRECLASS:1,Paladin=3	SPELLKNOWN:CLASS|Paladin=2|Lesser Restoration,Zone Of Truth|PRECLASS:1,Paladin=5	SPELLKNOWN:CLASS|Paladin=3|Beacon Of Hope,Dispel Magic|PRECLASS:1,Paladin=9	SPELLKNOWN:CLASS|Paladin=4|Freedom Of Movement,Guardian Of Faith|PRECLASS:1,Paladin=13	SPELLKNOWN:CLASS|Paladin=5|Commune,Flame Strike|PRECLASS:1,Paladin=17	SPELLLEVEL:CLASS|Paladin=1|Protection from Evil and Good,Sanctuary|PRECLASS:1,Paladin=3	SPELLLEVEL:CLASS|Paladin=2|Lesser Restoration,Zone Of Truth|PRECLASS:1,Paladin=5	SPELLLEVEL:CLASS|Paladin=3|Beacon Of Hope,Dispel Magic|PRECLASS:1,Paladin=9	SPELLLEVEL:CLASS|Paladin=4|Freedom Of Movement,Guardian Of Faith|PRECLASS:1,Paladin=13	SPELLLEVEL:CLASS|Paladin=5|Commune,Flame Strike|PRECLASS:1,Paladin=17	SOURCEPAGE:PHB
Oath of the Ancients	CATEGORY:Special Ability	TYPE:Paladin Class Feature.SpecialQuality.Class Feature.Sacred Oath		DESC:The Oath of the Ancients is as old as the race of elves and the rituals of the druids. Sometimes called fey knights, green knights, or horned knights, paladins who swear this oath cast their lot with the side of the light in the cosmic struggle against darkness because they love the beautiful and life-giving things of the world, not necessarily because they believe in principles of honor, courage, and justice. They adorn their armor and clothing with images of growing things-leaves, antlers, or flowers-to reflect their commitment to preserving life and light in the world.	KEY:Sacred Oath ~ Oath of the Ancients																		ABILITY:Paladin Class Feature|AUTOMATIC|Channel Divinity ~ Nature's Wrath|PRECLASS:1,Paladin=3	ABILITY:Paladin Class Feature|AUTOMATIC|Channel Divinity ~ Turn the Faithless|PRECLASS:1,Paladin=3	ABILITY:Paladin Class Feature|AUTOMATIC|Oath of the Ancients ~ Aura of Warding|PRECLASS:1,Paladin=7	ABILITY:Paladin Class Feature|AUTOMATIC|Oath of the Ancients ~ Undying Sentinel|PRECLASS:1,Paladin=15	ABILITY:Paladin Class Feature|AUTOMATIC|Oath of the Ancients ~ Elder Champion|PRECLASS:1,Paladin=20	SPELLKNOWN:CLASS|Paladin=1|Ensnaring Strike,Speak With Animals|PRECLASS:1,Paladin=3	SPELLKNOWN:CLASS|Paladin=2|Moonbeam,Misty Step|PRECLASS:1,Paladin=5	SPELLKNOWN:CLASS|Paladin=3|Plant Growth,Protection From Energy|PRECLASS:1,Paladin=9	SPELLKNOWN:CLASS|Paladin=4|Ice Storm,Stoneskin|PRECLASS:1,Paladin=13	SPELLKNOWN:CLASS|Paladin=5|Commune With Nature,Tree Stride|PRECLASS:1,Paladin=17	SPELLLEVEL:CLASS|Paladin=1|Ensnaring Strike,Speak With Animals|PRECLASS:1,Paladin=3	SPELLLEVEL:CLASS|Paladin=2|Moonbeam,Misty Step|PRECLASS:1,Paladin=5	SPELLLEVEL:CLASS|Paladin=3|Plant Growth,Protection From Energy|PRECLASS:1,Paladin=9	SPELLLEVEL:CLASS|Paladin=4|Ice Storm,Stoneskin|PRECLASS:1,Paladin=13	SPELLLEVEL:CLASS|Paladin=5|Commune With Nature,Tree Stride|PRECLASS:1,Paladin=17	SOURCEPAGE:PHB
