SOURCELONG:Player's Handbook	SOURCESHORT:PHB	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2014-08																						
																									
# Spell Name	OUTPUTNAME:	key	VARIANTS:	TYPE:	SCHOOL:	SUBSCHOOL:	DESCRIPTOR:	CLASSES:	COMPS:	CASTTIME:	RANGE:	TARGETAREA:	DURATION:	SAVEINFO:	SPELLRES:	DESC:	SOURCEPAGE:	Item	COST:	XPCOST:	PPCOST	DESC:|!PRERULE:1,DisplayFullSpell	Desc	Bonus	Bonus
Prismatic Spray				TYPE:Spell	SCHOOL:Evocation				COMPS:V, S	CASTTIME:1 action	RANGE:Self (60-foot cone)		DURATION:Instantaneous	SAVEINFO:Dexterity		DESC:Eight multicolored rays o f light flash from your hand. Each ray is a different color and has a different power and purpose. Each creature in a 60-foot cone must make a Dexterity saving throw. For each target, roll a d8 to determine which color ray affects it. &nl; 1. Red. The target takes 10d6 fire damage on a failed save, or half as much damage on a successful one. &nl; 2. Orange. The target takes 10d6 acid damage on a failed save, or half as much damage on a successful one. &nl; 3. Yellow. The target takes 10d6 lightning damage on a failed save, or half as much damage on a successful one. &nl; 4. Green. The target takes 10d6 poison damage on a failed save, or half as much damage on a successful one. &nl; 5. Blue. The target takes 10d6 cold damage on a failed save, or half as much damage on a successful one. &nl; 6. Indigo. On a failed save, the target is restrained. It must then make a Constitution saving throw at the end o f each o f its turns. If it successfully saves three times, the spell ends. If it fails its save three times, it permanently turns to stone and is subjected to the petrified condition. The successes and failures don’t need to be consecutive; keep track o f both until the target collects three o f a kind. &nl; 7. Violet. On a failed save, the target is blinded. It must then make a W isdom saving throw at the start of your next turn. A successful save ends the blindness. If it fails that save, the creature is transported to another plane o f existence of the DM’s choosing and is no longer blinded. (Typically, a creature that is on a plane that isn’t its home plane is banished home, while other creatures are usually cast into the Astral or Ethereal planes.) &nl; 8. Special. The target is struck by two rays. Roll twice more, rerolling any 8.	SOURCEPAGE:PHB								
Prismatic Wall				TYPE:Spell	SCHOOL:Abjuration				COMPS:V, S	CASTTIME:1 action	RANGE:60 feet		DURATION:10 minutes			DESC:A shimmering, multicolored plane o f light forms a vertical opaque wall—up to 90 feet long, 30 feet high, and 1 inch thick—centered on a point you can see within range. Alternatively, you can shape the wall into a sphere up to 30 feet in diameter centered on a point you choose within range. The wall remains in place for the duration. If you position the wall so that it passes through a space occupied by a creature, the spell fails, and your action and the spell slot are wasted. The wall sheds bright light out to a range o f 100 feet and dim light for an additional 100 feet. You and creatures you designate at the time you cast the spell can pass through and remain near the wall without harm. If another creature that can see the wall moves to within 20 feet o f it or starts its turn there, the creature must succeed on a Constitution saving throw or become blinded for 1 minute. The wall consists o f seven layers, each with a different color. When a creature attempts to reach into or pass through the wall, it does so one layer at a time through all the wall’s layers. As it passes or reaches through each layer, the creature must make a Dexterity saving throw or be affected by that layer’s properties as described below. The wall can be destroyed, also one layer at a time, in order from red to violet, by means specific to each layer. Once a layer is destroyed, it remains so for the duration o f the spell. A rod o f cancellation destroys a prismatic wall, but an antimagic field has no effect on it. &nl; 1. Red. The creature takes 10d6 fire damage on a failed save, or half as much damage on a successful one. While this layer is in place, nonmagical ranged attacks can’t pass through the wall. The layer can be destroyed by dealing at least 25 cold damage to it. &nl; 2. Orange. The creature takes 10d6 acid damage on a failed save, or half as much damage on a successful one. While this layer is in place, magical ranged attacks can’t pass through the wall. The layer is destroyed by a strong wind. &nl; 3. Yellow. The creature takes 10d6 lightning damage on a failed save, or half as much damage on a successful one. This layer can be destroyed by dealing at least 60 force damage to it. &nl; 4. Green. The creature takes 10d6 poison damage on a failed save, or half as much damage on a successful one. A passwall spell, or another spell o f equal or greater level that can open a portal on a solid surface, destroys this layer. &nl; 5. Blue. The creature takes 10d6 cold damage on a failed save, or half as much damage on a successful one. This layer can be destroyed by dealing at least 25 fire damage to it. &nl; 6. Indigo. On a failed save, the creature is restrained. It must then make a Constitution saving throw at the end o f each o f its turns. If it successfully saves three times, the spell ends. If it fails its save three times, it permanently turns to stone and is subjected to the petrified condition. The successes and failures don’t need to be consecutive; keep track of both until the creature collects three of a kind. While this layer is in place, spells can’t be cast through the wall. The layer is destroyed by bright light shed by a daylight spell or a similar spell o f equal or higher level. &nl; 7. Violet. On a failed save, the creature is blinded. It must then make a W isdom saving throw at the start of your next turn. A successful save ends the blindness. If it fails that save, the creature is transported to another plane o f the DM’s choosing and is no longer blinded. (Typically, a creature that is on a plane that isn’t its home plane is banished home, while other creatures are usually cast into the Astral or Ethereal planes.) This layer is destroyed by a dispel magic spell or a similar spell o f equal or higher level that can end spells and magical effects.	SOURCEPAGE:PHB								
Produce Flame				TYPE:Spell	SCHOOL:Conjuration				COMPS:V, S	CASTTIME:1 action	RANGE:Self		DURATION:10 minutes				SOURCEPAGE:PHB								
Programmed Illusion				TYPE:Spell	SCHOOL:Illusion				COMPS:V, S, M (a bit of fleece and jade dust worth at least 25 gp)	CASTTIME:1 action	RANGE:120 feet		DURATION:Until dispelled				SOURCEPAGE:PHB								
Project Image				TYPE:Spell	SCHOOL:Illusion				COMPS:V, S, M (a small replica of you made from materials worth at least 5 gp)	CASTTIME:1 action	RANGE:500 miles		DURATION:Concentration, up to 1 day				SOURCEPAGE:PHB								
Protection from Energy				TYPE:Spell	SCHOOL:Abjuration				COMPS:V, S	CASTTIME:1 action	RANGE:Touch		DURATION:Concentration, up to 1 hour				SOURCEPAGE:PHB								
Protection from Evil and Good				TYPE:Spell	SCHOOL:Abjuration				COMPS:V, S, M (holy water or powdered silver and iron, which the spell consumes)	CASTTIME:1 action	RANGE:Touch		DURATION:Concentration up to 10 minutes				SOURCEPAGE:PHB								
Protection from Poison				TYPE:Spell	SCHOOL:Abjuration				COMPS:V, S	CASTTIME:1 action	RANGE:Touch		DURATION:1 hour				SOURCEPAGE:PHB								
Purify Food and Drink				TYPE:Spell	SCHOOL:Transmutation	SUBSCHOOL:Ritual			COMPS:V, S	CASTTIME:1 action	RANGE:10 feet		DURATION:Instantaneous				SOURCEPAGE:PHB								
Raise Dead				TYPE:Spell	SCHOOL:Necromancy				COMPS:V, S, M (a diamond worth at least 500 gp, which the spell consumes)	CASTTIME:1 hour	RANGE:Touch		DURATION:Instantaneous				SOURCEPAGE:PHB								
Rary's Telepathic Bond				TYPE:Spell	SCHOOL:Divination	SUBSCHOOL:Ritual			COMPS:V, S, M (pieces of eggshell from two different kinds of creatures)	CASTTIME:1 action	RANGE:30 feet		DURATION:1 hour				SOURCEPAGE:PHB								
Ray of Enfeeblement				TYPE:Spell	SCHOOL:Necromancy				COMPS:V, S	CASTTIME:1 action	RANGE:60 feet		DURATION:Concentration, up to 1 minute	SAVEINFO:Constitution			SOURCEPAGE:PHB								
Ray of Frost				TYPE:Spell	SCHOOL:Evocation				COMPS:V, S	CASTTIME:1 action	RANGE:60 feet		DURATION:Instantaneous				SOURCEPAGE:PHB								
Ray of Sickness				TYPE:Spell	SCHOOL:Necromancy				COMPS:V, S	CASTTIME:1 action	RANGE:60 feet		DURATION:Instantaneous	SAVEINFO:Constitution			SOURCEPAGE:PHB								
Regenerate				TYPE:Spell	SCHOOL:Transmutation				COMPS:V, S, M (a prayer wheel and holy water)	CASTTIME:1 minute	RANGE:Touch		DURATION:1 hour				SOURCEPAGE:PHB								
