SOURCELONG:Complete Warrior	SOURCESHORT:CW	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-11																														
																																	
# Ability Name	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.KnightProtectorClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Knight protectors gain proficiency with tower shields.	KEY:Knight Protector ~ Weapon and Armor Proficiency																				ABILITY:Internal|AUTOMATIC|TYPE=ShieldProfTower						SORTKEY:Class_Knight_Protector	SOURCEPAGE:CW	
Defensive Stance	CATEGORY:Special Ability	TYPE:ClassFeatures.KnightProtectorClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At the start of any turn when a knight protector is within 5 feet of an ally who has fewer Hit Dice than he does, the knight protector can transfer up to 2 points of Armor Class to the ally (making his own Armor Class worse by the same number). The maximum number of points he can transfer increases by 1 for every three levels beyond 1st.	KEY:Knight Protector ~ Defensive Stance	DESC:up to %1 AC transfered.|DefensiveStanceACBonus			DEFINE:DefensiveStanceACBonus|0					BONUS:VAR|DefensiveStanceACBonus|(KnightProtectorLVL+5)/3																	SORTKEY:Class_Knight_Protector	SOURCEPAGE:CW	
Shining Beacon	CATEGORY:Special Ability	TYPE:ClassFeatures.KnightProtectorClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A knight protector is the physical and spiritual embodiment of high ideals. All his allies gain a +4 morale bonus on saves against fear effects when they stand within 10 feet of the character. If the knight protector is paralyzed, unconscious, or otherwise rendered helpless, his allies lose this bonus.	KEY:Knight Protector ~ Shining Beacon																										SORTKEY:Class_Knight_Protector	SOURCEPAGE:CW	
Best Effort	CATEGORY:Special Ability	TYPE:ClassFeatures.KnightProtectorClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The daunting nature of the knight protector's goals often requires special focus of effort. Beginning at 2nd level, a knight protector gains a bonus on any one skill check he makes, once per day. The character must declare that he is using this ability before he makes the skill check. This bonus increases by 1 for every three levels beyond 2nd.	KEY:Knight Protector ~ Best Effort	DESC:%1/day +%2 bonus on any one skill check|BestEffortTimes|BestEffortBonus			DEFINE:BestEffortTimes|0	DEFINE:BestEffortBonus|0				BONUS:VAR|BestEffortTimes|1	BONUS:VAR|BestEffortBonus|(KnightProtectorLVL+4)/3																SORTKEY:Class_Knight_Protector	SOURCEPAGE:CW	
Iron Will	CATEGORY:Special Ability	TYPE:ClassFeatures.KnightProtectorClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 2nd level, a knight protector gains Iron Will as a bonus feat.	KEY:Knight Protector ~ Iron Will																		ABILITY:FEAT|AUTOMATIC|Iron Will								SORTKEY:Class_Knight_Protector	SOURCEPAGE:CW	
Supreme Cleave	CATEGORY:Special Ability	TYPE:ClassFeatures.KnightProtectorClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Beginning at 3rd level, a knight protector can take a 5-foot step between attacks when using the Cleave or Great Cleave feat.	KEY:Knight Protector ~ Supreme Cleave																										SORTKEY:Class_Knight_Protector	SOURCEPAGE:CW	
No Mercy	CATEGORY:Special Ability	TYPE:ClassFeatures.KnightProtectorClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 6th level, a knight protector gains the ability to make one extra attack of opportunity per round (as if he had the Combat Refl exes feat and a Dexterity modifi er of +1). At 9th level and higher, the character can make as many as two extra attacks of opportunity per round. This benefi t stacks with the benefi t of the Combat Refl exes feat.	KEY:Knight Protector ~ No Mercy																										SORTKEY:Class_Knight_Protector	SOURCEPAGE:CW	
Retributive Attack	CATEGORY:Special Ability	TYPE:ClassFeatures.KnightProtectorClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:If an ally of a 10th-level knight protector is rendered helpless or unconscious, the character can make a retributive attack against the creature that felled his ally. When making a retributive attack, the knight protector adds his Charisma bonus (if any) to his attack roll and deals an extra 10 points of damage on a successful hit. A knight protector can make a number of retributive attacks per day equal to his Charisma bonus (minimum one), but never more than one per round. He may make more than one retributive attack against the same foe.	KEY:Knight Protector ~ Retributive Attack									BONUS:VAR|RetributiveAttackLVL|KnightProtectorLVL	BONUS:VAR|RetributiveAttackToHit|max(CHA,0)|TYPE=Base	BONUS:VAR|RetributiveAttackDamage|10	BONUS:VAR|RetributiveAttack|min(CHA,1)						ABILITY:Special Ability|VIRTUAL|Retributive Attack								SORTKEY:Class_Knight_Protector	SOURCEPAGE:CW	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.MasterThrowerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Master throwers gain no proficiency with any weapon or armor.	KEY:Master Thrower ~ Weapon and Armor Proficiency																										SORTKEY:Class_Master_Thrower	SOURCEPAGE:CW	
Quick Draw	CATEGORY:Special Ability	TYPE:ClassFeatures.MasterThrowerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 1st level, a master thrower gains the Quick Draw feat.	KEY:Master Thrower ~ Quick Draw																		ABILITY:FEAT|AUTOMATIC|Quick Draw								SORTKEY:Class_Master_Thrower	SOURCEPAGE:CW	
Thrown Weapon Trick	CATEGORY:Special Ability	TYPE:ClassFeatures.MasterThrowerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 1st level and every two levels thereafter, a master thrower chooses one of the following thrown weapon tricks. Once chosen, the trick is a permanent part of the master thrower's repertoire and may not be exchanged. A master thrower cannot choose the same trick more than once. Each trick may only be used with a thrown weapon for which the character has taken Weapon Focus.	KEY:Master Thrower ~ Thrown Weapon Trick									BONUS:ABILITYPOOL|Thrown Weapon Trick|MasterThrowerLVL+1																	SORTKEY:Class_Master_Thrower	SOURCEPAGE:CW	
Evasion	CATEGORY:Special Ability	TYPE:ClassFeatures.MasterThrowerClassFeatures.SpecialQuality.Extraordinary.Evasion	VISIBLE:YES	DESC:At 2nd level, a master thrower gains the evasion ability. If she makes a successful Reflex saving throw against an attack that normally deals half damage on a successful save, she instead takes no damage. Evasion can be used only if the master thrower is wearing light armor or no armor. A helpless master thrower (such as one who is unconscious or paralyzed) does not gain the benefit of the ability. If the character already has the evasion ability, he gains improved evasion instead. Improved evasion works like evasion, except that while the character still takes no damage on a successful Refl ex saving throw, she takes only half damage on a failed save.	KEY:Master Thrower ~ Evasion																										SORTKEY:Class_Master_Thrower	SOURCEPAGE:CW	
Snatch Arrows	CATEGORY:Special Ability	TYPE:ClassFeatures.MasterThrowerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A master thrower gains the benefi t of the Snatch Arrows feat at 4th level, even if she does not meet the prerequisites.	KEY:Master Thrower ~ Snatch Arrows																		ABILITY:FEAT|AUTOMATIC|Snatch Arrows								SORTKEY:Class_Master_Thrower	SOURCEPAGE:CW	
Critical Throw	CATEGORY:Special Ability	TYPE:ClassFeatures.MasterThrowerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 5th level, a master thrower gains the Improved Critical feat for any thrown weapon with which she has Weapon Focus.	KEY:Master Thrower ~ Critical Throw								BONUS:ABILITYPOOL|Critical Throw|1																		SORTKEY:Class_Master_Thrower	SOURCEPAGE:CW	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.MasterOfTheUnseenHandClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Masters of the unseen hand gain no profi ciency with any weapon or armor.	KEY:Master of the Unseen Hand ~ Weapon and Armor Proficiency																										SORTKEY:Class_Master_Of_he_Unseen_Hand	SOURCEPAGE:CW	
Improved Caster Level	CATEGORY:Special Ability	TYPE:ClassFeatures.MasterOfTheUnseenHandClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 1st level, a master of the unseen hand begins his relentless focus on the power of telekinesis. He adds his levels in master of the unseen hand to his caster level (whether from actual spellcasting levels or determined by the spell-like ability) when using his telekinesis ability. For example, a 10th-level sorcerer/3rd-level master of the unseen hand casts telekinesis as a 13th-level caster, and a blue slaad who is a 2nd-level master of the unseen hand would use its telekinesis spell-like ability as a 10th-level caster.	KEY:Master of the Unseen Hand ~ Improved Caster Level																										SORTKEY:Class_Master_Of_he_Unseen_Hand	SOURCEPAGE:CW	
Versatile Telekinesis	CATEGORY:Special Ability	TYPE:ClassFeatures.MasterOfTheUnseenHandClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A master of the unseen hand learns to combine the three versions of the telekinesis spell or ability, switching from one to another as he likes. For instance, he can use sustained force for 2 rounds, then switch to combat maneuver, then return to using sustained force. The spell or spell-like ability ends after the fi rst use of the violent thrust version, however, or if the master of the unseen hand is unable to maintain concentration.	KEY:Master of the Unseen Hand ~ Versatile Telekinesis																										SORTKEY:Class_Master_Of_he_Unseen_Hand	SOURCEPAGE:CW	
Telekinetic Wielder	CATEGORY:Special Ability	TYPE:ClassFeatures.MasterOfTheUnseenHandClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A master of the unseen hand develops the ability to wield weapons with his telekinetic power. By maintaining concentration on the combat maneuver version of telekinesis, a master of the unseen hand of 2nd level or higher can make a single attack with an unattended weapon or one he is holding, moving the weapon up to 20 feet before the attack. Resolve the attack as normal, except that the weapon's movement doesn't provoke attacks of opportunity. The master of the unseen hand's base attack bonus on this attempt is equal to his caster level plus his Intelligence modifi er (if a wizard) or Charisma modifi er (if a sorcerer or a creature with the telekinesis supernatural or spell-like ability). Any weapon-related feats the master of the unseen hand has (such as Weapon Focus and Power Attack) do not apply when he's telekinetically wielding a weapon. The weapon wielded can be one the master of the unseen hand took from a foe on a successful disarm attempt.	KEY:Master of the Unseen Hand ~ Telekinetic Wielder																										SORTKEY:Class_Master_Of_he_Unseen_Hand	SOURCEPAGE:CW	
Sustained Concentration	CATEGORY:Special Ability	TYPE:ClassFeatures.MasterOfTheUnseenHandClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 2nd level, a master of the unseen hand becomes adept at moving and fi ghting while maintaining his telekinesis ability. It only takes a move action, not a standard action, to use the sustained force version of telekinesis (or simply to maintain concentration so the ability doesn't end). The master of the unseen hand can even cast another spell while maintaining concentration on telekinesis, but doing so requires a successful Concentration check as if the caster were distracted by a nondamaging spell (Concentration check DC equal to the save DC of telekinesis). It still takes a standard action to use the combat maneuver or violent thrust versions of the ability, however.	KEY:Master of the Unseen Hand ~ Sustained Concentration																										SORTKEY:Class_Master_Of_he_Unseen_Hand	SOURCEPAGE:CW	
Full Attack Telekinesis	CATEGORY:Special Ability	TYPE:ClassFeatures.MasterOfTheUnseenHandClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:At 3rd level, a master of the unseen hand is as skilled in telekinetic combat as a fi ghter is with melee combat. When using the combat maneuver version of telekinesis or wielding a weapon telekinetically, the master of the unseen hand can make a full attack, potentially attacking, bull rushing, disarming, grappling, or tripping more than once per round. Just as with nontelekinetic attacks, the master of the unseen hand gains an additional attack for every 5 points of base attack bonus above +1 (using caster level for base attack bonus as described in the telekinesis spell description).	KEY:Master of the Unseen Hand ~ Full Attack Telekinesis																										SORTKEY:Class_Master_Of_he_Unseen_Hand	SOURCEPAGE:CW	
Improved Violent Thrust	CATEGORY:Special Ability	TYPE:ClassFeatures.MasterOfTheUnseenHandClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:At 4th level, a master of the unseen hand's violent thrust version of telekinesis becomes more effective. He uses his caster level in place of his base attack bonus when making the attack roll, and he uses his Intelligence modifier (if a wizard) or Charisma modifier (if a sorcerer or a creature with the telekinesis supernatural or spell- ike ability) as a bonus on damage rolls if he hurls weapons at the target. Finally, using a violent thrust no longer ends the telekinesis effect, but the master of the unseen hand can't make another violent thrust for 1d4 rounds.	KEY:Master of the Unseen Hand ~ Improved Violent Thrust																										SORTKEY:Class_Master_Of_he_Unseen_Hand	SOURCEPAGE:CW	
Telekinetic Flight	CATEGORY:Special Ability	TYPE:ClassFeatures.MasterOfTheUnseenHandClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A master of the unseen hand of 4th level or higher can use the sustained force version of telekinesis to lift himself and willing creatures into the air. With a move action, the master of the unseen hand can move 20 feet with perfect maneuverability and can move willing creatures as well. The master of the unseen hand doesn't have to move all the creatures he's lifting in the same direction, but any lifted creatures plummet to the ground if they move more than 40 feet from the master of the unseen hand. The master of the unseen hand can lift one Medium or smaller creature (carrying up to its maximum load) per three caster levels. A Large creature counts as two Medium creatures, a Huge creature counts as two Large creatures, and so forth. Unlike the form of fl ight granted by the fly spell, telekinetic flight ends immediately and abruptly if disrupted by dispel magic or a lapse in the master of the unseen hand's concentration. Without telekinesis to support them, creatures fall to the ground immediately, taking 1d6 points of damage per 10 feet fallen (maximum 20d6).	KEY:Master of the Unseen Hand ~ Telekinetic Flight																										SORTKEY:Class_Master_Of_he_Unseen_Hand	SOURCEPAGE:CW	
